Policy,nPublic,PatientProb,PatientCreated,PublicSaved,Dead,Alive,DeathRate
1,4,0.5,4947,373,4508,66,0.911259349
1,4,0.5,5057,393,4603,61,0.910223453
1,4,0.5,4990,382,4559,49,0.913627255
1,4,0.5,4974,392,4537,45,0.912143144
1,4,0.5,5033,358,4616,59,0.917146831
1,4,0.5,4955,444,4445,66,0.897073663
1,4,0.5,5089,353,4673,63,0.91825506
1,4,0.5,5105,372,4677,56,0.916160627
1,4,0.5,4983,358,4578,47,0.91872366
1,4,0.5,5025,344,4629,52,0.92119403
1,4,0.5,5079,409,4614,56,0.908446545
1,4,0.5,5078,370,4657,51,0.917093344
1,4,0.5,5048,371,4628,49,0.916798732
1,4,0.5,5064,420,4588,56,0.90600316
1,5,0.15,1535,1524,2,9,0.001302932
1,5,0.15,1539,1521,18,0,0.011695906
1,5,0.15,1501,1497,0,4,0
1,5,0.15,1448,1440,3,5,0.002071823
1,5,0.15,1484,1477,0,7,0
1,5,0.15,1568,1529,33,6,0.021045918
1,5,0.15,1535,1525,4,6,0.002605863
1,5,0.15,1475,1469,0,6,0
1,5,0.15,1528,1525,1,2,0.00065445
1,5,0.15,1500,1486,7,7,0.004666667
1,5,0.15,1524,1506,16,2,0.010498688
1,5,0.15,1519,1500,16,3,0.010533246
1,5,0.15,1504,1494,6,4,0.003989362
1,5,0.15,1428,1424,1,3,0.00070028
1,5,0.15,1483,1477,3,3,0.002022927
1,5,0.15,1502,1493,3,6,0.001997337
1,5,0.15,1479,1456,11,12,0.007437458
1,5,0.15,1507,1477,23,7,0.01526211
1,5,0.15,1471,1457,5,9,0.003399048
1,5,0.15,1518,1507,1,10,0.000658762
1,5,0.15,1528,1506,16,6,0.010471204
1,5,0.15,1512,1503,3,6,0.001984127
1,5,0.15,1528,1511,9,8,0.005890052
1,5,0.15,1545,1515,21,9,0.013592233
1,5,0.15,1563,1548,7,8,0.004478567
1,5,0.15,1529,1514,10,5,0.006540222
1,5,0.15,1532,1526,3,3,0.001958225
1,5,0.15,1558,1533,22,3,0.014120668
1,5,0.15,1467,1462,1,4,0.000681663
1,5,0.15,1540,1517,12,11,0.007792208
1,5,0.15,1556,1537,10,9,0.006426735
1,5,0.15,1500,1476,19,5,0.012666667
1,5,0.15,1483,1478,0,5,0
1,5,0.15,1468,1464,1,3,0.000681199
1,5,0.15,1456,1452,0,4,0
1,5,0.15,1443,1427,0,16,0
1,5,0.15,1475,1469,0,6,0
1,5,0.15,1501,1491,6,4,0.003997335
1,5,0.15,1501,1497,0,4,0
1,5,0.15,1464,1442,13,9,0.008879781
1,5,0.15,1576,1522,42,12,0.026649746
1,5,0.15,1471,1459,10,2,0.006798097
1,5,0.15,1529,1521,6,2,0.003924133
1,5,0.15,1493,1484,3,6,0.002009377
1,5,0.15,1490,1482,1,7,0.000671141
1,5,0.15,1476,1462,8,6,0.005420054
1,5,0.15,1497,1490,4,3,0.002672011
1,5,0.15,1460,1447,10,3,0.006849315
1,5,0.15,1506,1492,7,7,0.004648074
1,5,0.15,1485,1434,48,3,0.032323232
1,5,0.15,1494,1470,17,7,0.011378849
1,5,0.15,1514,1500,8,6,0.005284016
1,5,0.15,1531,1502,23,6,0.015022861
1,5,0.15,1506,1494,8,4,0.005312085
1,5,0.15,1524,1517,3,4,0.001968504
1,5,0.15,1535,1521,2,12,0.001302932
1,5,0.15,1479,1473,0,6,0
1,5,0.15,1550,1543,4,3,0.002580645
1,5,0.15,1475,1460,9,6,0.006101695
1,5,0.15,1508,1503,2,3,0.00132626
1,5,0.15,1432,1430,0,2,0
1,5,0.15,1485,1476,4,5,0.002693603
1,5,0.15,1449,1431,12,6,0.008281573
1,5,0.15,1551,1491,54,6,0.034816248
1,5,0.15,1540,1522,13,5,0.008441558
1,5,0.15,1570,1556,9,5,0.005732484
1,5,0.15,1540,1521,17,2,0.011038961
1,5,0.15,1463,1457,2,4,0.001367054
1,5,0.15,1461,1459,0,2,0
1,5,0.15,1501,1497,0,4,0
1,5,0.15,1434,1431,1,2,0.00069735
1,5,0.15,1471,1463,6,2,0.004078858
1,5,0.15,1435,1423,1,11,0.000696864
1,5,0.15,1461,1455,0,6,0
1,5,0.15,1489,1484,1,4,0.000671592
1,5,0.15,1528,1506,13,9,0.008507853
1,5,0.15,1504,1491,5,8,0.003324468
1,5,0.15,1539,1532,0,7,0
1,5,0.15,1536,1529,1,6,0.000651042
1,5,0.15,1548,1515,20,13,0.012919897
1,5,0.15,1540,1530,8,2,0.005194805
1,5,0.15,1496,1481,14,1,0.009358289
1,5,0.15,1504,1495,5,4,0.003324468
1,5,0.15,1499,1491,0,8,0
1,5,0.15,1468,1451,15,2,0.010217984
1,5,0.15,1436,1425,5,6,0.003481894
1,5,0.15,1468,1464,1,3,0.000681199
1,5,0.15,1436,1424,7,5,0.004874652
1,5,0.15,1568,1502,64,2,0.040816327
1,5,0.15,1531,1524,4,3,0.002612671
1,5,0.15,1552,1531,15,6,0.009664948
1,5,0.15,1492,1480,6,6,0.004021448
1,5,0.15,1492,1482,7,3,0.004691689
1,5,0.15,1471,1457,5,9,0.003399048
1,5,0.15,1490,1486,1,3,0.000671141
1,5,0.15,1496,1466,21,9,0.014037433
1,5,0.15,1540,1535,0,5,0
1,5,0.15,1533,1528,1,4,0.000652316
1,5,0.15,1489,1471,12,6,0.0080591
1,5,0.15,1468,1454,7,7,0.004768392
1,5,0.2,1972,1443,508,21,0.257606491
1,5,0.2,2079,1300,766,13,0.368446368
1,5,0.2,1949,1608,327,14,0.167778348
1,5,0.2,1964,1366,579,19,0.294806517
1,5,0.2,2009,1510,485,14,0.241413639
1,5,0.2,1999,1432,552,15,0.276138069
1,5,0.2,1994,1514,457,23,0.229187563
1,5,0.2,2035,1295,719,21,0.353316953
1,5,0.2,2039,1365,646,28,0.316821972
1,5,0.2,1988,1558,414,16,0.208249497
1,5,0.2,1996,1593,390,13,0.195390782
1,5,0.2,1961,1438,501,22,0.255481897
1,5,0.2,1938,1608,315,15,0.1625387
1,5,0.2,1987,1481,486,20,0.244589834
1,5,0.2,1985,1398,572,15,0.288161209
1,5,0.2,2066,1393,652,21,0.315585673
1,5,0.2,1943,1512,419,12,0.215645908
1,5,0.2,1969,1436,515,18,0.261554088
1,5,0.2,1950,1573,369,8,0.189230769
1,5,0.2,2020,1425,570,25,0.282178218
1,5,0.2,1947,1609,321,17,0.164869029
1,5,0.2,1988,1327,645,16,0.32444668
1,5,0.2,2079,1392,671,16,0.322751323
1,5,0.2,2103,1361,726,16,0.345221113
1,5,0.2,2023,1398,605,20,0.299060801
1,5,0.2,2025,1586,423,16,0.208888889
1,5,0.2,1999,1507,482,10,0.24112056
1,5,0.2,2007,1399,583,25,0.290483308
1,5,0.2,1978,1466,486,26,0.24570273
1,5,0.2,1983,1498,470,15,0.237014624
1,5,0.2,2041,1327,693,21,0.339539441
1,5,0.2,2020,1517,487,16,0.241089109
1,5,0.2,2053,1495,532,26,0.259132976
1,5,0.2,2031,1411,596,24,0.293451502
1,5,0.2,2041,1327,693,21,0.339539441
1,5,0.2,2014,1377,613,24,0.304369414
1,5,0.2,2064,1419,626,19,0.303294574
1,5,0.2,2003,1496,484,23,0.241637544
1,5,0.2,1916,1577,325,14,0.169624217
1,5,0.2,1949,1565,367,17,0.188301693
1,5,0.2,2053,1340,687,26,0.334632245
1,5,0.2,1953,1348,583,22,0.298515105
1,5,0.2,1976,1481,475,20,0.240384615
1,5,0.2,2023,1387,630,6,0.311418685
1,5,0.2,2004,1604,382,18,0.190618762
1,5,0.2,1994,1514,457,23,0.229187563
1,5,0.2,1991,1490,474,27,0.238071321
1,5,0.2,1995,1450,521,24,0.261152882
1,5,0.2,2049,1465,561,23,0.273792094
1,5,0.2,2012,1406,582,24,0.289264414
1,5,0.2,2024,1406,592,26,0.292490119
1,5,0.2,2053,1439,606,8,0.295177789
1,5,0.2,2087,1324,748,15,0.3584092
1,5,0.2,2083,1515,551,17,0.264522324
1,5,0.2,1982,1431,530,21,0.26740666
1,5,0.2,1994,1542,425,27,0.213139418
1,5,0.2,1954,1576,366,12,0.187308086
1,5,0.2,1953,1434,503,16,0.257552483
1,5,0.2,2022,1580,422,20,0.208704253
1,5,0.2,2031,1371,637,23,0.313638602
1,5,0.2,2006,1422,569,15,0.283649053
1,5,0.2,2078,1460,590,28,0.283926853
1,5,0.2,1972,1387,565,20,0.286511156
1,5,0.2,1991,1403,571,17,0.286790558
1,5,0.2,2046,1323,707,16,0.345552297
1,5,0.2,1992,1577,401,14,0.201305221
1,5,0.2,2005,1394,593,18,0.295760599
1,5,0.2,2011,1346,648,17,0.322227747
1,5,0.2,2089,1404,667,18,0.319291527
1,5,0.2,1983,1498,470,15,0.237014624
1,5,0.2,2070,1306,747,17,0.360869565
1,5,0.2,1988,1551,417,20,0.209758551
1,5,0.2,2027,1425,583,19,0.287617168
1,5,0.2,1972,1544,412,16,0.208924949
1,5,0.2,2044,1475,556,13,0.272015656
1,5,0.2,1950,1516,417,17,0.213846154
1,5,0.2,2039,1450,578,11,0.28347229
1,5,0.2,1971,1557,393,21,0.199391172
1,5,0.2,1979,1571,403,5,0.203638201
1,5,0.2,1963,1608,328,27,0.167091187
1,5,0.2,2009,1412,579,18,0.288203086
1,5,0.2,1975,1293,661,21,0.334683544
1,5,0.2,2017,1441,548,28,0.27169063
1,5,0.2,1957,1533,409,15,0.208993357
1,5,0.2,1969,1495,451,23,0.229050279
1,5,0.2,2021,1500,501,20,0.247897081
1,5,0.2,2011,1346,648,17,0.322227747
1,5,0.2,2018,1352,644,22,0.319127849
1,5,0.2,1991,1514,461,16,0.231541939
1,5,0.2,2045,1500,526,19,0.257212714
1,5,0.2,1954,1531,412,11,0.210849539
1,5,0.2,1973,1539,415,19,0.210339584
1,5,0.2,1972,1562,397,13,0.201318458
1,5,0.2,2058,1512,532,14,0.258503401
1,5,0.2,2045,1486,532,27,0.260146699
1,5,0.2,2041,1402,612,27,0.299853013
1,5,0.2,1929,1538,378,13,0.195956454
1,5,0.2,1979,1363,602,14,0.304194037
1,5,0.2,2005,1394,593,18,0.295760599
1,5,0.2,1936,1505,422,9,0.217975207
1,5,0.5,4984,585,4349,50,0.872592295
1,5,0.5,4940,532,4363,45,0.883198381
1,5,0.5,5025,549,4424,52,0.88039801
1,5,0.5,4998,550,4396,52,0.879551821
1,5,0.5,5087,531,4500,56,0.884607824
1,5,0.5,5097,568,4477,52,0.87835982
1,5,0.5,4966,534,4383,49,0.882601692
1,5,0.5,4936,577,4311,48,0.873379254
1,5,0.5,4911,592,4257,62,0.866829566
1,5,0.5,4908,509,4344,55,0.885085575
1,5,0.5,4958,610,4290,58,0.865268253
1,5,0.5,5005,525,4421,59,0.883316683
1,5,0.5,5036,472,4503,61,0.894162033
1,5,0.5,4976,473,4448,55,0.893890675
1,5,0.5,5010,592,4364,54,0.871057884
1,5,0.5,5049,586,4413,50,0.874034462
1,5,0.5,5016,576,4393,47,0.875797448
1,5,0.5,5009,516,4444,49,0.887203035
1,5,0.5,4981,532,4402,47,0.883758281
1,5,0.5,5026,478,4501,47,0.895543175
1,5,0.5,4999,501,4446,52,0.889377876
1,5,0.5,5038,537,4448,53,0.882890036
1,5,0.5,4904,563,4293,48,0.87540783
1,5,0.5,5070,649,4363,58,0.860552268
1,5,0.5,4995,540,4392,63,0.879279279
1,5,0.5,5001,557,4389,55,0.877624475
1,5,0.5,4938,626,4252,60,0.861077359
1,5,0.5,4928,532,4339,57,0.880478896
1,5,0.5,5069,528,4493,48,0.88636812
1,5,0.5,4967,504,4403,60,0.886450574
1,5,0.5,4957,554,4344,59,0.876336494
1,5,0.5,5012,511,4443,58,0.886472466
1,5,0.5,5031,567,4404,60,0.875372689
1,5,0.5,4985,546,4386,53,0.879839519
1,5,0.5,4909,583,4267,59,0.8692198
1,5,0.5,4995,574,4370,51,0.874874875
1,5,0.5,4968,495,4423,50,0.890297907
1,5,0.5,5042,467,4523,52,0.897064657
1,5,0.5,5025,549,4424,52,0.88039801
1,5,0.5,4997,499,4451,47,0.890734441
1,5,0.5,4990,596,4326,68,0.866933868
1,5,0.5,5012,586,4376,50,0.873104549
1,5,0.5,5039,546,4444,49,0.881921016
1,5,0.5,5037,572,4410,55,0.875521144
1,5,0.5,5034,581,4401,52,0.874255066
1,5,0.5,5025,608,4357,60,0.867064677
1,5,0.5,5084,540,4480,64,0.881195909
1,5,0.5,4987,529,4402,56,0.882695007
1,5,0.5,4995,631,4312,52,0.863263263
1,5,0.5,5012,526,4426,60,0.883080607
1,5,0.5,5035,519,4468,48,0.887388282
1,5,0.5,4964,498,4411,55,0.888597905
1,5,0.5,5063,535,4467,61,0.882283231
1,5,0.5,4981,532,4402,47,0.883758281
1,5,0.5,4931,485,4396,50,0.891502738
1,5,0.5,4895,575,4264,56,0.871092952
1,5,0.5,5030,569,4409,52,0.876540755
1,5,0.5,4952,630,4264,58,0.861066236
1,5,0.5,5030,546,4426,58,0.879920477
1,5,0.5,5000,573,4370,57,0.874
1,5,0.5,5015,491,4474,50,0.892123629
1,5,0.5,5067,609,4405,53,0.869350701
1,5,0.5,5014,534,4436,44,0.884722776
1,5,0.5,5018,452,4505,61,0.897768035
1,5,0.5,4915,512,4347,56,0.884435402
1,5,0.5,5066,591,4427,48,0.873864982
1,5,0.5,5073,564,4445,64,0.876207372
1,5,0.5,5034,574,4402,58,0.874453715
1,5,0.5,5018,487,4472,59,0.89119171
1,5,0.5,5067,484,4526,57,0.893230709
1,5,0.5,5018,488,4478,52,0.892387405
1,5,0.5,5005,525,4421,59,0.883316683
1,5,0.5,5080,491,4531,58,0.891929134
1,5,0.5,4940,493,4392,55,0.889068826
1,5,0.5,4960,503,4395,62,0.88608871
1,5,0.5,4994,505,4433,56,0.887665198
1,5,0.5,4989,556,4385,48,0.878933654
1,5,0.5,4976,543,4370,63,0.878215434
1,5,0.5,5086,523,4505,58,0.885764845
1,5,0.5,4984,512,4416,56,0.886035313
1,5,0.5,5029,485,4479,65,0.890634321
1,5,0.5,5009,531,4412,66,0.880814534
1,5,0.5,5071,513,4497,61,0.886807336
1,5,0.5,5034,541,4439,54,0.881803735
1,5,0.5,5034,532,4446,56,0.883194279
1,5,0.5,5013,537,4423,53,0.882306004
1,5,0.5,5019,674,4295,50,0.855748157
1,5,0.5,4931,596,4288,47,0.869600487
1,5,0.5,5002,600,4353,49,0.870251899
1,5,0.5,4935,556,4324,55,0.876190476
1,5,0.5,5029,536,4449,44,0.88466892
1,5,0.5,5016,574,4387,55,0.874601276
1,5,0.5,4992,474,4472,46,0.895833333
1,5,0.5,4963,540,4368,55,0.880112835
1,5,0.5,5038,537,4460,41,0.885271933
1,5,0.5,4974,481,4439,54,0.892440692
1,5,0.5,4903,627,4226,50,0.861921273
1,5,0.5,5098,589,4459,50,0.874656728
1,5,0.5,5053,546,4443,64,0.879279636
1,5,0.5,5045,573,4418,54,0.875718533
1,6,0.15,1472,1469,0,3,0
1,6,0.15,1486,1486,0,0,0
1,6,0.15,1529,1525,0,4,0
1,6,0.15,1487,1484,0,3,0
1,6,0.15,1450,1444,0,6,0
1,6,0.15,1450,1447,0,3,0
1,6,0.15,1514,1511,0,3,0
1,6,0.15,1489,1485,0,4,0
1,6,0.15,1509,1506,0,3,0
1,6,0.15,1544,1540,0,4,0
1,6,0.15,1470,1462,0,8,0
1,6,0.15,1464,1461,0,3,0
1,6,0.15,1477,1474,0,3,0
1,6,0.15,1459,1454,0,5,0
1,6,0.15,1579,1578,0,1,0
1,6,0.15,1438,1434,0,4,0
1,6,0.15,1496,1492,0,4,0
1,6,0.15,1467,1462,0,5,0
1,6,0.15,1557,1555,0,2,0
1,6,0.15,1511,1503,0,8,0
1,6,0.15,1485,1479,0,6,0
1,6,0.15,1487,1483,0,4,0
1,6,0.15,1519,1517,0,2,0
1,6,0.15,1440,1437,0,3,0
1,6,0.15,1434,1428,0,6,0
1,6,0.15,1516,1514,0,2,0
1,6,0.15,1477,1473,0,4,0
1,6,0.15,1469,1465,0,4,0
1,6,0.15,1438,1435,0,3,0
1,6,0.15,1473,1471,0,2,0
1,6,0.15,1490,1483,0,7,0
1,6,0.15,1524,1521,0,3,0
1,6,0.15,1516,1511,0,5,0
1,6,0.15,1518,1515,0,3,0
1,6,0.15,1545,1538,0,7,0
1,6,0.15,1417,1414,0,3,0
1,6,0.15,1512,1509,0,3,0
1,6,0.15,1447,1443,0,4,0
1,6,0.15,1499,1496,0,3,0
1,6,0.15,1463,1457,0,6,0
1,6,0.15,1456,1454,0,2,0
1,6,0.15,1509,1501,0,8,0
1,6,0.15,1536,1530,0,6,0
1,6,0.15,1518,1513,0,5,0
1,6,0.15,1438,1431,0,7,0
1,6,0.15,1527,1517,0,10,0
1,6,0.15,1418,1415,0,3,0
1,6,0.15,1555,1547,0,8,0
1,6,0.15,1475,1471,0,4,0
1,6,0.15,1568,1567,0,1,0
1,6,0.15,1519,1516,0,3,0
1,6,0.15,1535,1526,6,3,0.003908795
1,6,0.15,1470,1463,0,7,0
1,6,0.15,1510,1508,0,2,0
1,6,0.15,1544,1538,0,6,0
1,6,0.15,1518,1510,0,8,0
1,6,0.15,1496,1494,0,2,0
1,6,0.15,1505,1501,0,4,0
1,6,0.15,1500,1497,0,3,0
1,6,0.15,1418,1414,0,4,0
1,6,0.15,1558,1552,0,6,0
1,6,0.15,1482,1479,0,3,0
1,6,0.15,1520,1514,0,6,0
1,6,0.15,1497,1492,0,5,0
1,6,0.15,1486,1482,0,4,0
1,6,0.15,1496,1490,0,6,0
1,6,0.15,1513,1508,0,5,0
1,6,0.15,1483,1478,0,5,0
1,6,0.15,1509,1505,0,4,0
1,6,0.15,1498,1496,0,2,0
1,6,0.15,1522,1520,0,2,0
1,6,0.15,1525,1524,0,1,0
1,6,0.15,1494,1489,0,5,0
1,6,0.15,1554,1548,0,6,0
1,6,0.15,1498,1496,0,2,0
1,6,0.15,1479,1477,0,2,0
1,6,0.15,1508,1501,0,7,0
1,6,0.15,1555,1549,1,5,0.000643087
1,6,0.15,1488,1488,0,0,0
1,6,0.15,1477,1473,0,4,0
1,6,0.15,1524,1521,0,3,0
1,6,0.15,1529,1525,0,4,0
1,6,0.15,1471,1467,0,4,0
1,6,0.15,1450,1448,0,2,0
1,6,0.15,1522,1519,0,3,0
1,6,0.15,1467,1464,0,3,0
1,6,0.15,1459,1455,0,4,0
1,6,0.15,1452,1446,0,6,0
1,6,0.15,1476,1468,0,8,0
1,6,0.15,1446,1441,0,5,0
1,6,0.15,1507,1505,0,2,0
1,6,0.15,1539,1533,0,6,0
1,6,0.15,1462,1461,0,1,0
1,6,0.15,1513,1507,2,4,0.001321877
1,6,0.15,1549,1544,0,5,0
1,6,0.15,1459,1453,0,6,0
1,6,0.15,1488,1487,0,1,0
1,6,0.15,1487,1484,0,3,0
1,6,0.15,1544,1538,0,6,0
1,6,0.15,1477,1474,0,3,0
1,6,0.2,2023,1935,84,4,0.041522491
1,6,0.2,2052,1950,97,5,0.047270955
1,6,0.2,1922,1892,13,17,0.006763788
1,6,0.2,1977,1966,1,10,0.000505817
1,6,0.2,2033,1858,161,14,0.07919331
1,6,0.2,2035,1951,75,9,0.036855037
1,6,0.2,1980,1829,140,11,0.070707071
1,6,0.2,2084,2028,43,13,0.020633397
1,6,0.2,2014,2006,1,7,0.000496524
1,6,0.2,1966,1923,25,18,0.012716175
1,6,0.2,1975,1956,13,6,0.006582278
1,6,0.2,1991,1971,6,14,0.003013561
1,6,0.2,1988,1957,24,7,0.012072435
1,6,0.2,2055,1899,128,28,0.062287105
1,6,0.2,1976,1956,11,9,0.005566802
1,6,0.2,1942,1929,0,13,0
1,6,0.2,2012,1984,15,13,0.007455268
1,6,0.2,1947,1876,62,9,0.031843862
1,6,0.2,1919,1913,0,6,0
1,6,0.2,2000,1920,70,10,0.035
1,6,0.2,1990,1955,20,15,0.010050251
1,6,0.2,1990,1922,48,20,0.024120603
1,6,0.2,2042,2012,28,2,0.013712047
1,6,0.2,1975,1859,110,6,0.055696203
1,6,0.2,2059,2017,36,6,0.017484216
1,6,0.2,1935,1930,0,5,0
1,6,0.2,2030,1853,155,22,0.07635468
1,6,0.2,2033,1909,115,9,0.05656665
1,6,0.2,1961,1910,43,8,0.021927588
1,6,0.2,2054,2039,8,7,0.003894839
1,6,0.2,1993,1949,32,12,0.016056197
1,6,0.2,1974,1944,12,18,0.006079027
1,6,0.2,1992,1815,165,12,0.082831325
1,6,0.2,2013,1971,34,8,0.016890214
1,6,0.2,1992,1897,84,11,0.042168675
1,6,0.2,1990,1970,15,5,0.007537688
1,6,0.2,1963,1904,51,8,0.025980642
1,6,0.2,1927,1867,48,12,0.024909185
1,6,0.2,2036,1888,124,24,0.060903733
1,6,0.2,2006,1967,24,15,0.011964108
1,6,0.2,2026,1930,83,13,0.040967423
1,6,0.2,1880,1872,2,6,0.00106383
1,6,0.2,1980,1933,40,7,0.02020202
1,6,0.2,2030,1945,73,12,0.035960591
1,6,0.2,2033,1909,115,9,0.05656665
1,6,0.2,1993,1954,36,3,0.018063221
1,6,0.2,1956,1918,29,9,0.014826176
1,6,0.2,1919,1913,0,6,0
1,6,0.2,1912,1893,6,13,0.003138075
1,6,0.2,2001,1923,59,19,0.029485257
1,6,0.2,1997,1952,37,8,0.018527792
1,6,0.2,1987,1908,71,8,0.03573226
1,6,0.2,1941,1904,34,3,0.017516744
1,6,0.2,1957,1945,3,9,0.001532959
1,6,0.2,2048,1932,94,22,0.045898438
1,6,0.2,2084,2028,43,13,0.020633397
1,6,0.2,2027,1938,67,22,0.033053774
1,6,0.2,1969,1949,1,19,0.000507872
1,6,0.2,1961,1872,83,6,0.042325344
1,6,0.2,1956,1943,6,7,0.003067485
1,6,0.2,1977,1934,28,15,0.014162873
1,6,0.2,1959,1907,37,15,0.018887187
1,6,0.2,1996,1944,33,19,0.016533066
1,6,0.2,2032,1842,179,11,0.088090551
1,6,0.2,2057,1960,92,5,0.044725328
1,6,0.2,1997,1976,17,4,0.008512769
1,6,0.2,2000,1937,57,6,0.0285
1,6,0.2,2020,1989,15,16,0.007425743
1,6,0.2,1975,1951,5,19,0.002531646
1,6,0.2,1996,1976,13,7,0.006513026
1,6,0.2,2109,1941,157,11,0.074442864
1,6,0.2,1947,1941,0,6,0
1,6,0.2,1963,1869,72,22,0.036678553
1,6,0.2,2001,1879,104,18,0.051974013
1,6,0.2,1974,1960,11,3,0.005572442
1,6,0.2,2016,1892,108,16,0.053571429
1,6,0.2,2020,1860,141,19,0.06980198
1,6,0.2,2017,1898,107,12,0.053049083
1,6,0.2,2074,1935,135,4,0.06509161
1,6,0.2,2018,1996,5,17,0.002477701
1,6,0.2,1961,1942,5,14,0.00254972
1,6,0.2,1999,1986,1,12,0.00050025
1,6,0.2,1891,1870,17,4,0.008989952
1,6,0.2,2117,1822,282,13,0.133207369
1,6,0.2,2036,1981,45,10,0.022102161
1,6,0.2,1978,1969,2,7,0.001011122
1,6,0.2,2043,1977,53,13,0.025942242
1,6,0.2,2019,1950,62,7,0.030708271
1,6,0.2,2040,1989,39,12,0.019117647
1,6,0.2,1947,1897,42,8,0.021571649
1,6,0.2,1995,1984,7,4,0.003508772
1,6,0.2,2015,1879,123,13,0.061042184
1,6,0.2,1999,1871,121,7,0.060530265
1,6,0.2,2037,1915,118,4,0.057928326
1,6,0.2,1975,1961,10,4,0.005063291
1,6,0.2,2019,1859,151,9,0.0747895
1,6,0.2,1998,1940,41,17,0.020520521
1,6,0.2,2070,1938,126,6,0.060869565
1,6,0.2,1991,1979,4,8,0.002009041
1,6,0.2,1967,1913,49,5,0.024911032
1,6,0.5,5050,685,4316,49,0.854653465
1,6,0.5,5065,731,4275,59,0.844027641
1,6,0.5,4994,726,4207,61,0.842410893
1,6,0.5,5006,711,4241,54,0.84718338
1,6,0.5,5015,827,4131,57,0.823728814
1,6,0.5,5025,696,4268,61,0.849353234
1,6,0.5,5012,749,4208,55,0.839584996
1,6,0.5,4982,765,4170,47,0.837013248
1,6,0.5,5029,764,4204,61,0.835951481
1,6,0.5,4969,777,4145,47,0.834171866
1,6,0.5,5051,769,4229,53,0.837259949
1,6,0.5,4938,775,4106,57,0.831510733
1,6,0.5,4929,769,4110,50,0.833840536
1,6,0.5,4949,818,4074,57,0.823196605
1,6,0.5,4987,846,4080,61,0.818127131
1,6,0.5,5064,754,4255,55,0.840244866
1,6,0.5,4952,783,4123,46,0.832592892
1,6,0.5,4990,782,4152,56,0.832064128
1,6,0.5,4951,749,4154,48,0.83902242
1,6,0.5,4926,761,4111,54,0.83455136
1,6,0.5,4995,784,4164,47,0.833633634
1,6,0.5,5043,742,4242,59,0.841165973
1,6,0.5,4925,741,4134,50,0.839390863
1,6,0.5,5068,703,4321,44,0.852604578
1,6,0.5,4921,679,4189,53,0.851249746
1,6,0.5,4988,760,4181,47,0.838211708
1,6,0.5,4882,699,4140,43,0.848013109
1,6,0.5,5071,783,4229,59,0.833957799
1,6,0.5,5016,799,4161,56,0.829545455
1,6,0.5,5004,783,4166,55,0.832533973
1,6,0.5,4972,739,4183,50,0.841311344
1,6,0.5,4971,785,4131,55,0.831019916
1,6,0.5,5012,680,4272,60,0.85235435
1,6,0.5,5090,816,4219,55,0.828880157
1,6,0.5,4915,675,4192,48,0.852899288
1,6,0.5,4917,799,4073,45,0.82835062
1,6,0.5,4958,802,4099,57,0.826744655
1,6,0.5,4974,845,4081,48,0.820466425
1,6,0.5,5005,791,4171,43,0.833366633
1,6,0.5,4986,743,4190,53,0.840352988
1,6,0.5,4984,754,4178,52,0.838282504
1,6,0.5,4932,835,4039,58,0.818937551
1,6,0.5,5025,724,4251,50,0.845970149
1,6,0.5,5018,657,4311,50,0.859107214
1,6,0.5,4934,720,4164,50,0.843940008
1,6,0.5,4928,766,4101,61,0.832183442
1,6,0.5,4921,679,4189,53,0.851249746
1,6,0.5,4934,720,4164,50,0.843940008
1,6,0.5,4976,835,4076,65,0.819131833
1,6,0.5,4947,660,4225,62,0.854052961
1,6,0.5,4983,811,4114,58,0.825607064
1,6,0.5,4963,692,4212,59,0.848680234
1,6,0.5,5060,748,4258,54,0.841501976
1,6,0.5,5013,765,4195,53,0.836824257
1,6,0.5,5020,706,4260,54,0.848605578
1,6,0.5,5042,769,4214,59,0.835779453
1,6,0.5,5023,701,4266,56,0.849293251
1,6,0.5,5027,751,4212,64,0.837875472
1,6,0.5,5008,677,4277,54,0.854033546
1,6,0.5,5136,822,4260,54,0.829439252
1,6,0.5,4994,778,4154,62,0.831798158
1,6,0.5,5024,761,4210,53,0.837977707
1,6,0.5,4988,760,4181,47,0.838211708
1,6,0.5,4968,684,4233,51,0.85205314
1,6,0.5,4978,660,4264,54,0.856568903
1,6,0.5,5022,707,4266,49,0.849462366
1,6,0.5,4991,735,4207,49,0.842917251
1,6,0.5,4994,761,4188,45,0.838606328
1,6,0.5,4963,688,4222,53,0.850695144
1,6,0.5,4963,633,4266,64,0.85956075
1,6,0.5,5005,757,4191,57,0.837362637
1,6,0.5,5061,704,4301,56,0.849832049
1,6,0.5,5088,773,4259,56,0.83706761
1,6,0.5,5071,783,4229,59,0.833957799
1,6,0.5,4951,749,4154,48,0.83902242
1,6,0.5,4960,726,4178,56,0.84233871
1,6,0.5,4994,792,4148,54,0.830596716
1,6,0.5,4966,704,4199,63,0.845549738
1,6,0.5,4872,846,3982,44,0.817323481
1,6,0.5,4960,726,4178,56,0.84233871
1,6,0.5,4934,762,4113,59,0.833603567
1,6,0.5,4976,687,4231,58,0.85028135
1,6,0.5,4907,688,4171,48,0.85001019
1,6,0.5,5024,761,4210,53,0.837977707
1,6,0.5,5008,687,4267,54,0.852036741
1,6,0.5,5013,692,4279,42,0.85358069
1,6,0.5,5136,822,4260,54,0.829439252
